id,jornada,local,visitante,goles_local,goles_visitante,goleadores,asistencias,penaltis,alineacion_local,alineacion_visitante,amarillas,rojas,suspension_5_amarillas,lesiones,tarjetas_staff
119,12,Aston Villa,Crystal Palace,4,1,Jugador34;Jugador360;Jugador282;Jugador130;Jugador371,Jugador138;Jugador139;Jugador208;Jugador185,,"Jugador258,Jugador237,Jugador226,Jugador53,Jugador125,Jugador193,Jugador311,Jugador351,Jugador299,Jugador272,Jugador36","Jugador86,Jugador44,Jugador208,Jugador222,Jugador256,Jugador255,Jugador323,Jugador200,Jugador351,Jugador398,Jugador400",Jugador310;Jugador11;Jugador124;Jugador141;Jugador333;Jugador54,Jugador304;Jugador151,,,Staff Crystal Palace (amarilla)
120,12,Luton Town,Liverpool,4,3,Jugador348;Jugador170;Jugador103;Jugador258;Jugador80;Jugador110;Jugador129,Jugador150;Jugador118;Jugador305;Jugador389;Jugador308;Jugador50,,"Jugador61,Jugador398,Jugador47,Jugador209,Jugador304,Jugador180,Jugador378,Jugador26,Jugador381,Jugador346,Jugador397","Jugador136,Jugador76,Jugador338,Jugador354,Jugador261,Jugador79,Jugador313,Jugador35,Jugador81,Jugador379,Jugador223",Jugador162;Jugador68,Jugador235,,,
121,13,Aston Villa,Wolves,4,4,Jugador365;Jugador8;Jugador34;Jugador195;Jugador69;Jugador41;Jugador306;Jugador221,Jugador127;Jugador400;Jugador57;Jugador389;Jugador44;Jugador258;Jugador124,,"Jugador324,Jugador37,Jugador72,Jugador113,Jugador174,Jugador119,Jugador314,Jugador160,Jugador173,Jugador357,Jugador46","Jugador177,Jugador93,Jugador207,Jugador103,Jugador391,Jugador72,Jugador373,Jugador217,Jugador5,Jugador102,Jugador42",Jugador164;Jugador142;Jugador82,Jugador65,,,
122,13,Manchester City,Brighton,1,0,Jugador289,,,"Jugador291,Jugador41,Jugador301,Jugador198,Jugador150,Jugador197,Jugador341,Jugador320,Jugador148,Jugador212,Jugador109","Jugador294,Jugador394,Jugador82,Jugador46,Jugador170,Jugador115,Jugador387,Jugador53,Jugador88,Jugador10,Jugador293",Jugador306;Jugador99;Jugador55;Jugador74;Jugador243;Jugador219,,,,
123,13,Luton Town,Everton,3,0,Jugador93;Jugador56;Jugador110,Jugador6;Jugador176,,"Jugador150,Jugador33,Jugador285,Jugador163,Jugador377,Jugador160,Jugador215,Jugador277,Jugador326,Jugador214,Jugador320","Jugador180,Jugador317,Jugador159,Jugador364,Jugador297,Jugador294,Jugador50,Jugador224,Jugador134,Jugador20,Jugador397",Jugador279,Jugador210;Jugador67,Jugador279 (pierde próximo partido),,
124,13,Bournemouth,Nottingham Forest,1,4,Jugador1;Jugador208;Jugador316;Jugador95;Jugador178,Jugador74;Jugador200;Jugador137;Jugador398,,"Jugador320,Jugador288,Jugador338,Jugador276,Jugador18,Jugador313,Jugador168,Jugador217,Jugador200,Jugador77,Jugador324","Jugador81,Jugador370,Jugador303,Jugador38,Jugador229,Jugador331,Jugador364,Jugador326,Jugador79,Jugador378,Jugador372",Jugador25;Jugador316;Jugador140;Jugador127;Jugador390;Jugador209,Jugador191,,Jugador47 (lesión),
125,13,West Ham,Crystal Palace,4,2,Jugador322;Jugador298;Jugador395;Jugador208;Jugador54;Jugador125,Jugador78;Jugador295;Jugador288;Jugador181;Jugador253,,"Jugador333,Jugador1,Jugador45,Jugador310,Jugador105,Jugador308,Jugador322,Jugador399,Jugador39,Jugador232,Jugador366","Jugador22,Jugador160,Jugador36,Jugador120,Jugador272,Jugador28,Jugador63,Jugador78,Jugador15,Jugador41,Jugador329",Jugador75;Jugador223,Jugador174,,,
126,13,Fulham,Liverpool,2,4,Jugador32;Jugador193;Jugador100;Jugador63;Jugador141;Jugador302,Jugador128;Jugador319;Jugador222;Jugador271;Jugador20,,"Jugador280,Jugador94,Jugador141,Jugador308,Jugador226,Jugador385,Jugador378,Jugador397,Jugador62,Jugador162,Jugador68","Jugador183,Jugador128,Jugador25,Jugador317,Jugador360,Jugador377,Jugador336,Jugador163,Jugador50,Jugador27,Jugador186",Jugador149;Jugador234;Jugador151;Jugador225;Jugador238;Jugador53,Jugador30,,,
127,13,Tottenham,Manchester United,0,3,Jugador107;Jugador192;Jugador104,Jugador135;Jugador374,,"Jugador399,Jugador164,Jugador135,Jugador255,Jugador398,Jugador239,Jugador307,Jugador150,Jugador60,Jugador131,Jugador253","Jugador358,Jugador326,Jugador145,Jugador239,Jugador301,Jugador289,Jugador206,Jugador68,Jugador31,Jugador344,Jugador191",Jugador355;Jugador48;Jugador303;Jugador149,Jugador263,Jugador48 (pierde próximo partido),,Staff Manchester United (amarilla)
128,13,Burnley,Sheffield United,2,0,Jugador334;Jugador105,Jugador245,,"Jugador170,Jugador131,Jugador289,Jugador295,Jugador197,Jugador255,Jugador22,Jugador336,Jugador383,Jugador91,Jugador302","Jugador257,Jugador372,Jugador7,Jugador282,Jugador271,Jugador325,Jugador48,Jugador179,Jugador24,Jugador354,Jugador343",Jugador12;Jugador28,Jugador329;Jugador345,,,
129,13,Chelsea,Brentford,0,2,Jugador97;Jugador143,Jugador270,,"Jugador394,Jugador360,Jugador97,Jugador165,Jugador343,Jugador221,Jugador67,Jugador169,Jugador193,Jugador209,Jugador66","Jugador245,Jugador222,Jugador308,Jugador121,Jugador347,Jugador87,Jugador321,Jugador377,Jugador240,Jugador325,Jugador272",Jugador235,Jugador7;Jugador300,,Jugador75 (lesión),
130,13,Newcastle,Arsenal,4,0,Jugador375;Jugador276;Jugador40;Jugador245,Jugador184;Jugador170;Jugador55,,"Jugador156,Jugador175,Jugador294,Jugador38,Jugador209,Jugador107,Jugador322,Jugador359,Jugador326,Jugador201,Jugador135","Jugador13,Jugador186,Jugador386,Jugador99,Jugador109,Jugador187,Jugador211,Jugador271,Jugador292,Jugador391,Jugador68",Jugador302;Jugador181,Jugador8,,,
131,14,Luton Town,Everton,2,4,Jugador311;Jugador186;Jugador317;Jugador184;Jugador158;Jugador380,Jugador279;Jugador164;Jugador225;Jugador385;Jugador386,,"Jugador24,Jugador47,Jugador351,Jugador41,Jugador67,Jugador132,Jugador29,Jugador227,Jugador352,Jugador353,Jugador31","Jugador170,Jugador110,Jugador29,Jugador124,Jugador323,Jugador354,Jugador300,Jugador6,Jugador80,Jugador332,Jugador258",Jugador36;Jugador44;Jugador152;Jugador56;Jugador97,,,Jugador71 (lesión),
132,14,Bournemouth,Newcastle,4,3,Jugador232;Jugador391;Jugador72;Jugador215;Jugador52;Jugador362;Jugador305,Jugador151;Jugador277;Jugador311;Jugador334;Jugador385;Jugador266,,"Jugador56,Jugador245,Jugador190,Jugador376,Jugador187,Jugador164,Jugador131,Jugador65,Jugador211,Jugador45,Jugador298","Jugador193,Jugador45,Jugador153,Jugador28,Jugador242,Jugador297,Jugador380,Jugador282,Jugador311,Jugador320,Jugador299",Jugador344;Jugador378;Jugador116;Jugador92,Jugador166,Jugador116 (pierde próximo partido),,Staff Newcastle (amarilla)
133,14,Manchester United,Liverpool,1,4,Jugador350;Jugador250;Jugador346;Jugador54;Jugador97,Jugador343;Jugador91;Jugador345;Jugador266,,"Jugador364,Jugador398,Jugador172,Jugador12,Jugador164,Jugador202,Jugador230,Jugador396,Jugador392,Jugador326,Jugador283","Jugador386,Jugador333,Jugador115,Jugador200,Jugador370,Jugador227,Jugador15,Jugador293,Jugador292,Jugador44,Jugador373",Jugador252,Jugador319,,,
134,14,Nottingham Forest,Manchester City,4,2,Jugador28;Jugador45;Jugador334;Jugador37;Jugador250;Jugador76,Jugador301;Jugador15;Jugador154;Jugador41;Jugador271,Jugador28 (penalti),"Jugador52,Jugador75,Jugador39,Jugador10,Jugador250,Jugador165,Jugador183,Jugador300,Jugador117,Jugador378,Jugador135","Jugador353,Jugador257,Jugador4,Jugador143,Jugador388,Jugador266,Jugador355,Jugador164,Jugador382,Jugador337,Jugador69",Jugador202;Jugador210;Jugador56;Jugador124;Jugador397,Jugador163,,,Staff Manchester City (amarilla)
135,14,West Ham,Crystal Palace,4,0,Jugador300;Jugador387;Jugador76;Jugador40,Jugador342;Jugador249;Jugador385,,"Jugador279,Jugador124,Jugador342,Jugador276,Jugador144,Jugador318,Jugador375,Jugador35,Jugador118,Jugador260,Jugador398","Jugador352,Jugador68,Jugador350,Jugador75,Jugador341,Jugador161,Jugador361,Jugador313,Jugador109,Jugador394,Jugador214",Jugador174;Jugador349,,,,
136,14,Sheffield United,Wolves,3,4,Jugador185;Jugador67;Jugador26;Jugador333;Jugador224;Jugador187;Jugador294,Jugador300;Jugador140;Jugador325;Jugador150;Jugador239;Jugador243,,"Jugador221,Jugador58,Jugador196,Jugador286,Jugador244,Jugador129,Jugador153,Jugador40,Jugador137,Jugador41,Jugador176","Jugador176,Jugador103,Jugador90,Jugador285,Jugador248,Jugador125,Jugador75,Jugador113,Jugador237,Jugador122,Jugador304",Jugador119;Jugador255;Jugador112;Jugador208,,,,
137,14,Aston Villa,Tottenham,1,0,Jugador322,,Jugador322 (penalti),"Jugador51,Jugador315,Jugador33,Jugador136,Jugador352,Jugador169,Jugador148,Jugador95,Jugador233,Jugador118,Jugador283","Jugador139,Jugador74,Jugador339,Jugador306,Jugador174,Jugador158,Jugador102,Jugador321,Jugador61,Jugador304,Jugador150",Jugador253,,,,
138,14,Brighton,Chelsea,2,3,Jugador239;Jugador152;Jugador28;Jugador254;Jugador282,Jugador398;Jugador283;Jugador356;Jugador71,,"Jugador105,Jugador374,Jugador391,Jugador293,Jugador313,Jugador339,Jugador66,Jugador349,Jugador90,Jugador177,Jugador125","Jugador250,Jugador160,Jugador181,Jugador101,Jugador300,Jugador363,Jugador155,Jugador310,Jugador336,Jugador2,Jugador39",Jugador71,,,,
139,14,Brentford,Fulham,1,3,Jugador392;Jugador300;Jugador289;Jugador278,Jugador276;Jugador56;Jugador6,,"Jugador294,Jugador373,Jugador328,Jugador400,Jugador306,Jugador90,Jugador122,Jugador256,Jugador63,Jugador326,Jugador297","Jugador298,Jugador14,Jugador276,Jugador259,Jugador281,Jugador214,Jugador303,Jugador111,Jugador26,Jugador398,Jugador79",Jugador47,Jugador190;Jugador244,Jugador47 (pierde próximo partido),,
140,14,Arsenal,Burnley,4,1,Jugador13;Jugador38;Jugador15;Jugador209;Jugador109,Jugador222;Jugador279;Jugador348;Jugador246,,"Jugador208,Jugador292,Jugador365,Jugador41,Jugador88,Jugador280,Jugador239,Jugador382,Jugador250,Jugador144,Jugador167","Jugador243,Jugador298,Jugador299,Jugador207,Jugador309,Jugador143,Jugador90,Jugador189,Jugador127,Jugador198,Jugador167",Jugador313;Jugador113;Jugador202;Jugador119;Jugador43;Jugador157,Jugador56,,,
141,15,Manchester United,Aston Villa,4,2,Jugador246;Jugador106;Jugador294;Jugador154;Jugador376;Jugador232,Jugador371;Jugador291;Jugador107;Jugador335;Jugador251,,"Jugador137,Jugador135,Jugador19,Jugador341,Jugador116,Jugador303,Jugador362,Jugador41,Jugador210,Jugador42,Jugador3","Jugador177,Jugador39,Jugador92,Jugador270,Jugador244,Jugador81,Jugador249,Jugador358,Jugador69,Jugador46,Jugador114",Jugador81;Jugador310;Jugador273;Jugador333;Jugador374;Jugador71,Jugador284;Jugador111,,,Staff Aston Villa (amarilla)
142,15,West Ham,Burnley,4,3,Jugador153;Jugador150;Jugador45;Jugador232;Jugador332;Jugador297;Jugador271,Jugador255;Jugador171;Jugador117;Jugador258;Jugador397;Jugador41,,"Jugador245,Jugador309,Jugador362,Jugador52,Jugador230,Jugador175,Jugador146,Jugador208,Jugador121,Jugador223,Jugador9","Jugador316,Jugador118,Jugador72,Jugador114,Jugador276,Jugador28,Jugador215,Jugador110,Jugador284,Jugador60,Jugador225",Jugador173;Jugador122;Jugador339;Jugador110,,,,
143,15,Liverpool,Tottenham,1,0,Jugador34,,,"Jugador1,Jugador216,Jugador333,Jugador164,Jugador284,Jugador251,Jugador218,Jugador312,Jugador260,Jugador85,Jugador58","Jugador44,Jugador220,Jugador101,Jugador298,Jugador192,Jugador11,Jugador72,Jugador303,Jugador367,Jugador159,Jugador39",Jugador396,,,,
144,15,Everton,Manchester City,1,1,Jugador117;Jugador315,Jugador202,,"Jugador232,Jugador157,Jugador191,Jugador369,Jugador309,Jugador148,Jugador218,Jugador123,Jugador275,Jugador105,Jugador392","Jugador371,Jugador169,Jugador282,Jugador203,Jugador52,Jugador225,Jugador292,Jugador1,Jugador347,Jugador163,Jugador393",Jugador333;Jugador119,Jugador155;Jugador105,,Jugador257 (lesión),
145,15,Newcastle,Sheffield United,3,0,Jugador97;Jugador248;Jugador130,Jugador282;Jugador131,,"Jugador256,Jugador49,Jugador239,Jugador275,Jugador150,Jugador109,Jugador364,Jugador359,Jugador56,Jugador72,Jugador133","Jugador26,Jugador28,Jugador369,Jugador25,Jugador304,Jugador6,Jugador175,Jugador310,Jugador58,Jugador281,Jugador114",Jugador319;Jugador341,Jugador202;Jugador351,,,
146,15,Wolves,Brighton,1,0,Jugador250,,,"Jugador365,Jugador391,Jugador180,Jugador127,Jugador400,Jugador398,Jugador164,Jugador146,Jugador323,Jugador228,Jugador97","Jugador126,Jugador148,Jugador371,Jugador62,Jugador211,Jugador37,Jugador327,Jugador270,Jugador58,Jugador40,Jugador53",Jugador120;Jugador290,,,,
147,15,Crystal Palace,Arsenal,4,1,Jugador294;Jugador308;Jugador297;Jugador301;Jugador167,Jugador18;Jugador90;Jugador173;Jugador74,,"Jugador326,Jugador169,Jugador248,Jugador79,Jugador264,Jugador288,Jugador224,Jugador400,Jugador67,Jugador380,Jugador193","Jugador336,Jugador352,Jugador254,Jugador361,Jugador121,Jugador244,Jugador70,Jugador19,Jugador348,Jugador326,Jugador185",Jugador88;Jugador346;Jugador4,Jugador107;Jugador157,,,Staff Arsenal (amarilla)
148,15,Chelsea,Brentford,3,2,Jugador265;Jugador134;Jugador22;Jugador65;Jugador34,Jugador217;Jugador397;Jugador117;Jugador311,,"Jugador226,Jugador330,Jugador198,Jugador201,Jugador166,Jugador23,Jugador127,Jugador97,Jugador377,Jugador194,Jugador122","Jugador314,Jugador45,Jugador282,Jugador363,Jugador215,Jugador160,Jugador271,Jugador101,Jugador288,Jugador323,Jugador294",Jugador371;Jugador220,Jugador308,,,
149,15,Fulham,Nottingham Forest,1,2,Jugador210;Jugador103;Jugador55,Jugador364;Jugador283,,"Jugador81,Jugador211,Jugador74,Jugador121,Jugador174,Jugador262,Jugador212,Jugador171,Jugador124,Jugador260,Jugador387","Jugador147,Jugador65,Jugador379,Jugador102,Jugador190,Jugador35,Jugador282,Jugador45,Jugador136,Jugador376,Jugador167",Jugador301,Jugador208;Jugador60,,Jugador169 (lesión),
150,15,Bournemouth,Luton Town,4,4,Jugador226;Jugador68;Jugador110;Jugador139;Jugador161;Jugador353;Jugador337;Jugador334,Jugador271;Jugador97;Jugador119;Jugador47;Jugador301;Jugador53;Jugador141,,"Jugador303,Jugador77,Jugador93,Jugador105,Jugador217,Jugador334,Jugador186,Jugador381,Jugador45,Jugador64,Jugador108","Jugador340,Jugador35,Jugador264,Jugador379,Jugador342,Jugador91,Jugador75,Jugador162,Jugador343,Jugador328,Jugador42",Jugador219;Jugador390;Jugador313;Jugador261;Jugador310,,Jugador313 (pierde próximo partido),,
151,16,Luton Town,West Ham,4,0,Jugador335;Jugador214;Jugador378;Jugador399,Jugador109;Jugador395;Jugador312,,"Jugador378,Jugador285,Jugador382,Jugador106,Jugador149,Jugador327,Jugador243,Jugador153,Jugador96,Jugador139,Jugador341","Jugador319,Jugador119,Jugador37,Jugador194,Jugador383,Jugador127,Jugador278,Jugador327,Jugador288,Jugador352,Jugador356",Jugador112;Jugador34;Jugador326;Jugador137;Jugador312;Jugador300,Jugador28;Jugador296,,,
152,16,Bournemouth,Liverpool,2,3,Jugador384;Jugador196;Jugador323;Jugador362;Jugador223,Jugador254;Jugador77;Jugador338;Jugador24,,"Jugador269,Jugador40,Jugador383,Jugador244,Jugador161,Jugador328,Jugador129,Jugador117,Jugador296,Jugador181,Jugador334","Jugador225,Jugador257,Jugador49,Jugador56,Jugador101,Jugador163,Jugador32,Jugador78,Jugador106,Jugador284,Jugador332",Jugador186;Jugador259;Jugador150;Jugador18;Jugador369;Jugador65,Jugador372;Jugador286,,Jugador138 (lesión),
153,16,Brentford,Newcastle,4,1,Jugador368;Jugador339;Jugador354;Jugador195;Jugador374,Jugador92;Jugador257;Jugador397;Jugador394,,"Jugador327,Jugador357,Jugador31,Jugador229,Jugador16,Jugador46,Jugador76,Jugador41,Jugador276,Jugador35,Jugador375","Jugador375,Jugador388,Jugador95,Jugador308,Jugador72,Jugador248,Jugador163,Jugador1,Jugador182,Jugador280,Jugador247",Jugador343;Jugador40;Jugador25;Jugador109;Jugador84;Jugador10,,,,
154,16,Burnley,Chelsea,4,4,Jugador105;Jugador340;Jugador254;Jugador400;Jugador276;Jugador238;Jugador60;Jugador131,Jugador333;Jugador392;Jugador361;Jugador265;Jugador267;Jugador255;Jugador18,,"Jugador158,Jugador74,Jugador24,Jugador267,Jugador323,Jugador91,Jugador263,Jugador184,Jugador358,Jugador290,Jugador182","Jugador285,Jugador340,Jugador171,Jugador332,Jugador397,Jugador167,Jugador350,Jugador25,Jugador44,Jugador306,Jugador153",Jugador262;Jugador35,Jugador149,,,
155,16,Manchester United,Aston Villa,1,1,Jugador321;Jugador46,Jugador307,Jugador321 (penalti),"Jugador322,Jugador282,Jugador133,Jugador138,Jugador361,Jugador397,Jugador362,Jugador257,Jugador287,Jugador299,Jugador163","Jugador20,Jugador341,Jugador185,Jugador369,Jugador136,Jugador125,Jugador348,Jugador123,Jugador252,Jugador24,Jugador241",,,,,
156,16,Wolves,Nottingham Forest,2,2,Jugador61;Jugador175;Jugador71;Jugador183,Jugador319;Jugador37;Jugador202,,"Jugador26,Jugador17,Jugador291,Jugador280,Jugador300,Jugador357,Jugador318,Jugador218,Jugador251,Jugador395,Jugador75","Jugador81,Jugador312,Jugador276,Jugador111,Jugador332,Jugador180,Jugador183,Jugador317,Jugador349,Jugador374,Jugador230",Jugador314;Jugador158,,,,
157,16,Sheffield United,Brighton,0,4,Jugador286;Jugador42;Jugador340;Jugador105,Jugador385;Jugador151;Jugador247,,"Jugador133,Jugador92,Jugador233,Jugador118,Jugador276,Jugador359,Jugador315,Jugador109,Jugador308,Jugador134,Jugador39","Jugador164,Jugador151,Jugador301,Jugador41,Jugador274,Jugador193,Jugador261,Jugador321,Jugador118,Jugador113,Jugador183",Jugador103;Jugador69;Jugador209;Jugador229;Jugador16,Jugador246;Jugador43,Jugador229 (pierde próximo partido),,
158,16,Manchester City,Arsenal,1,4,Jugador297;Jugador45;Jugador32;Jugador219;Jugador350,Jugador386;Jugador20;Jugador58;Jugador30,Jugador297 (penalti),"Jugador365,Jugador59,Jugador391,Jugador288,Jugador24,Jugador242,Jugador110,Jugador284,Jugador123,Jugador140,Jugador67","Jugador151,Jugador274,Jugador378,Jugador313,Jugador26,Jugador149,Jugador21,Jugador207,Jugador168,Jugador341,Jugador200",Jugador152;Jugador264;Jugador86,Jugador56,,,
159,16,Crystal Palace,Everton,1,2,Jugador165;Jugador379;Jugador110,Jugador317;Jugador118,,"Jugador65,Jugador152,Jugador188,Jugador310,Jugador399,Jugador236,Jugador51,Jugador20,Jugador4,Jugador249,Jugador45","Jugador65,Jugador135,Jugador223,Jugador154,Jugador296,Jugador256,Jugador144,Jugador362,Jugador88,Jugador327,Jugador99",Jugador19,Jugador243,,,
160,16,Tottenham,Fulham,0,0,,,,"Jugador292,Jugador153,Jugador262,Jugador372,Jugador65,Jugador165,Jugador351,Jugador182,Jugador240,Jugador213,Jugador189","Jugador76,Jugador129,Jugador384,Jugador121,Jugador40,Jugador25,Jugador369,Jugador306,Jugador278,Jugador252,Jugador205",Jugador190;Jugador9;Jugador321;Jugador98,Jugador272;Jugador143,,,
161,17,Newcastle,Crystal Palace,2,3,Jugador162;Jugador31;Jugador57;Jugador183;Jugador322,Jugador204;Jugador326;Jugador248;Jugador197,,"Jugador193,Jugador259,Jugador126,Jugador330,Jugador227,Jugador148,Jugador310,Jugador256,Jugador306,Jugador74,Jugador348","Jugador400,Jugador167,Jugador374,Jugador170,Jugador157,Jugador393,Jugador215,Jugador368,Jugador204,Jugador239,Jugador263",Jugador23;Jugador171;Jugador55,Jugador209,,,
162,17,Manchester United,Chelsea,2,1,Jugador239;Jugador290;Jugador312,Jugador30;Jugador331,Jugador239 (penalti),"Jugador70,Jugador60,Jugador250,Jugador247,Jugador267,Jugador71,Jugador138,Jugador240,Jugador222,Jugador298,Jugador84","Jugador126,Jugador306,Jugador47,Jugador400,Jugador43,Jugador318,Jugador164,Jugador319,Jugador82,Jugador96,Jugador86",Jugador199;Jugador50;Jugador149;Jugador381,Jugador150;Jugador161,Jugador149 (pierde próximo partido),,
163,17,Burnley,Aston Villa,3,0,Jugador2;Jugador224;Jugador148,Jugador161;Jugador167,Jugador2 (penalti),"Jugador297,Jugador8,Jugador36,Jugador202,Jugador65,Jugador19,Jugador219,Jugador81,Jugador391,Jugador121,Jugador29","Jugador41,Jugador111,Jugador198,Jugador322,Jugador334,Jugador95,Jugador200,Jugador71,Jugador20,Jugador242,Jugador319",Jugador23;Jugador366;Jugador314;Jugador140;Jugador249;Jugador147,Jugador46,,,
164,17,Bournemouth,Tottenham,1,1,Jugador316;Jugador78,Jugador38,,"Jugador399,Jugador307,Jugador129,Jugador4,Jugador244,Jugador5,Jugador69,Jugador105,Jugador337,Jugador274,Jugador323","Jugador361,Jugador53,Jugador32,Jugador158,Jugador310,Jugador75,Jugador351,Jugador327,Jugador274,Jugador12,Jugador182",Jugador178;Jugador323;Jugador15;Jugador389;Jugador185,Jugador249;Jugador246,,,
165,17,Nottingham Forest,Liverpool,3,1,Jugador99;Jugador389;Jugador375;Jugador36,Jugador180;Jugador263;Jugador156,,"Jugador215,Jugador36,Jugador106,Jugador114,Jugador351,Jugador262,Jugador90,Jugador272,Jugador282,Jugador394,Jugador355","Jugador174,Jugador312,Jugador314,Jugador326,Jugador47,Jugador123,Jugador143,Jugador93,Jugador216,Jugador157,Jugador79",Jugador168;Jugador91;Jugador281;Jugador155;Jugador22;Jugador108,Jugador336;Jugador354,,Jugador144 (lesión),
166,17,West Ham,Sheffield United,0,4,Jugador77;Jugador153;Jugador173;Jugador239,Jugador114;Jugador108;Jugador227,,"Jugador281,Jugador283,Jugador44,Jugador292,Jugador387,Jugador391,Jugador377,Jugador234,Jugador118,Jugador192,Jugador154","Jugador368,Jugador181,Jugador182,Jugador96,Jugador9,Jugador206,Jugador301,Jugador330,Jugador200,Jugador163,Jugador26",,Jugador287;Jugador325,,,
167,17,Luton Town,Fulham,1,4,Jugador116;Jugador250;Jugador33;Jugador18;Jugador10,Jugador192;Jugador193;Jugador219;Jugador295,,"Jugador203,Jugador135,Jugador300,Jugador46,Jugador373,Jugador187,Jugador179,Jugador257,Jugador345,Jugador177,Jugador161","Jugador159,Jugador68,Jugador65,Jugador392,Jugador374,Jugador164,Jugador265,Jugador188,Jugador79,Jugador3,Jugador111",Jugador277;Jugador243,Jugador316;Jugador311,,,
168,17,Wolves,Manchester City,0,2,Jugador333;Jugador147,Jugador205,,"Jugador394,Jugador217,Jugador366,Jugador296,Jugador69,Jugador93,Jugador107,Jugador385,Jugador309,Jugador310,Jugador370","Jugador243,Jugador17,Jugador237,Jugador256,Jugador347,Jugador302,Jugador309,Jugador66,Jugador20,Jugador306,Jugador99",Jugador392,Jugador259;Jugador126,Jugador392 (pierde próximo partido),,
169,17,Brentford,Everton,4,0,Jugador48;Jugador65;Jugador196;Jugador225,Jugador131;Jugador103;Jugador314,,"Jugador37,Jugador248,Jugador30,Jugador291,Jugador91,Jugador188,Jugador169,Jugador322,Jugador101,Jugador158,Jugador245","Jugador227,Jugador386,Jugador380,Jugador182,Jugador350,Jugador205,Jugador90,Jugador62,Jugador349,Jugador140,Jugador19",Jugador277;Jugador43;Jugador146,,,,
170,17,Arsenal,Brighton,0,4,Jugador85;Jugador200;Jugador368;Jugador150,Jugador236;Jugador371;Jugador33,,"Jugador126,Jugador185,Jugador319,Jugador62,Jugador358,Jugador205,Jugador312,Jugador305,Jugador208,Jugador76,Jugador266","Jugador46,Jugador60,Jugador287,Jugador172,Jugador379,Jugador378,Jugador391,Jugador219,Jugador146,Jugador168,Jugador381",Jugador400;Jugador317;Jugador135;Jugador323,Jugador137;Jugador147,,Jugador111 (lesión),
171,18,Manchester United,Everton,2,0,Jugador333;Jugador116,Jugador193,,"Jugador86,Jugador17,Jugador183,Jugador45,Jugador22,Jugador245,Jugador147,Jugador242,Jugador311,Jugador90,Jugador374","Jugador182,Jugador80,Jugador336,Jugador62,Jugador233,Jugador116,Jugador160,Jugador44,Jugador100,Jugador169,Jugador351",,,,,
172,18,Arsenal,Crystal Palace,0,4,Jugador117;Jugador371;Jugador238;Jugador145,Jugador73;Jugador337;Jugador126,,"Jugador390,Jugador320,Jugador242,Jugador88,Jugador236,Jugador211,Jugador381,Jugador220,Jugador97,Jugador229,Jugador9","Jugador363,Jugador277,Jugador34,Jugador385,Jugador227,Jugador304,Jugador270,Jugador245,Jugador216,Jugador389,Jugador241",Jugador109;Jugador34;Jugador8;Jugador104;Jugador177,Jugador51;Jugador393,,,
173,18,Chelsea,Sheffield United,4,4,Jugador154;Jugador288;Jugador161;Jugador198;Jugador174;Jugador329;Jugador379;Jugador335,Jugador281;Jugador257;Jugador100;Jugador393;Jugador201;Jugador321;Jugador89,,"Jugador221,Jugador28,Jugador113,Jugador390,Jugador163,Jugador312,Jugador18,Jugador110,Jugador158,Jugador7,Jugador277","Jugador241,Jugador263,Jugador248,Jugador171,Jugador226,Jugador163,Jugador258,Jugador59,Jugador145,Jugador245,Jugador295",Jugador301;Jugador375;Jugador360,Jugador253;Jugador212,,Jugador292 (lesión),
174,18,Tottenham,Brighton,4,2,Jugador196;Jugador52;Jugador153;Jugador23;Jugador376;Jugador15,Jugador284;Jugador218;Jugador109;Jugador355;Jugador137,,"Jugador313,Jugador191,Jugador315,Jugador26,Jugador42,Jugador201,Jugador273,Jugador347,Jugador317,Jugador228,Jugador154","Jugador14,Jugador146,Jugador205,Jugador187,Jugador20,Jugador202,Jugador162,Jugador60,Jugador221,Jugador285,Jugador54",Jugador364;Jugador120;Jugador170;Jugador155;Jugador371;Jugador302,,,,Staff Brighton (amarilla)
175,18,Bournemouth,West Ham,1,2,Jugador67;Jugador205;Jugador29,Jugador64;Jugador75,Jugador67 (penalti),"Jugador361,Jugador327,Jugador288,Jugador56,Jugador93,Jugador355,Jugador377,Jugador275,Jugador178,Jugador53,Jugador221","Jugador239,Jugador163,Jugador306,Jugador359,Jugador219,Jugador348,Jugador117,Jugador366,Jugador181,Jugador179,Jugador383",,Jugador75;Jugador229,,,
176,18,Liverpool,Aston Villa,2,1,Jugador235;Jugador195;Jugador308,Jugador59;Jugador325,,"Jugador293,Jugador286,Jugador375,Jugador184,Jugador147,Jugador249,Jugador194,Jugador252,Jugador179,Jugador280,Jugador9","Jugador4,Jugador324,Jugador91,Jugador200,Jugador18,Jugador302,Jugador194,Jugador285,Jugador212,Jugador294,Jugador101",,,,,
177,18,Nottingham Forest,Newcastle,3,3,Jugador338;Jugador194;Jugador295;Jugador142;Jugador227;Jugador242,Jugador382;Jugador2;Jugador381;Jugador364;Jugador108,,"Jugador294,Jugador371,Jugador383,Jugador56,Jugador42,Jugador48,Jugador336,Jugador286,Jugador20,Jugador260,Jugador69","Jugador128,Jugador267,Jugador282,Jugador87,Jugador178,Jugador275,Jugador176,Jugador300,Jugador336,Jugador309,Jugador253",Jugador400;Jugador334;Jugador311,,,Jugador177 (lesión),
